Pol,Lokacija,Other,Godine,Koliko dugo se profesionalno baviš programiranjem?,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Other,Koliko godina radiš sa HTML/CSS-om?,Koliko godina radiš sa C-om?,Koliko godina radiš sa C#-om?,ASP.NET,.NET,Unity,Other,Koliko godina radiš sa C++-om?,Koliko dugo radiš sa Javom?,Android,JEE,Spring,Scala,Grails,Play,Other,Koliko dugo radiš sa JS-om?,AngularJS,BackboneJS,React,Node,Other,Express,Hapi,Other,Koliko dugo radiš sa PHPom?,WordPress,Drupal,Magento,Zend,Laravel,Other,Koliko dugo radiš sa Pythonom?,Koliko dugo radiš sa Objective-C?,Koliko dugo radiš sa Swiftom?,Koliko dugo radiš sa Rubyjem?,Koliko dugo radiš sa Scalom?,Koliko dugo radiš sa SQLom?,Koliko dugo radiš sa drugim jezikom koji si naveo?,Označi platformu sa kojom si dominantno radio/la do sada?,HTML/CSS,C,C++,C#,Node,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Go,Other,U koju grupu developera (ili softverskih inženjera) sebe ubrajaš?,Da li koristiš nešto za verzionisanje koda?,SVN,Git,Mercurial,Aerial,Other,Atom,Eclipse,IntelliJ,Netbeans,Sublime,Visual Studio,PHP Storm,Other,Windows,Mac OS,Linux,Unix,Other,Formalno obrazovanje — da li si završio/la fakultet ili višu školu?,Šta si studirao/la?,Other,Šta si završio/la?,Other,formalno obrazovanje,kursevi i obuke,samostalno učenje i praksa,praksa i učenje uz iskusnije kolege,Da li praviš/učestvuješ u open source projektima?,Koliko sati nedeljno posvećuješ open-source projektima?,Gde su postavljeni ovi projekti?,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,Other,Pročitao/la segment ili celu knjigu o programiranju?,Pogledao/la neki video tutorijal?,Pohađao/la kurs?,Posetio/la programerski događaj?,Da li poseduješ neki sertifikat za tehnologiju u kojoj radiš?,Koliko sertifikata poseduješ?,Kada si dobio/la poslednji sertifikat?,Da li su uticali na tvoje zaposlenje/angažman?,A na novčanu nadoknadu?,Trenutno zaposlenje,Australija,Afrika,Azija,Zapadna Evropa,Istočna Evropa,Centralna Evropa,Severna Amerika,Južna Amerika,Other,Na koji način dominantno dolaziš do klijenata?,Other,Elance,Freelance,UpWork (bivši ODesk),Other,Koliko zaposlenih ima tvoja firma?,Pre preduzetništva dominantno si bio/la,usluge za klijente,sopstveni proizvodi za lok/reg tržište,sopstveni proizvodi za globalno tržište,Koji je iznos plate za koju radiš?,Koja je tvoja pozicija na poslu?,U koliko firmi si radio/la do sada?,Da li i koliko u proseku frilensuješ (radiš za novac) sa strane?,Koliko zaposlenih ima tvoja firma?,usluge za klijente,sopstveni proizvodi,domaće,strano,mešovito,ne znam,strano,domaće,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,Ugovor o delu,Autorski ugovor,"Na virtuelni račun (PayPal, Skrill, Payoneer)",Stažiram uz nadoknadu,Volontiram,"Deo na ruke, deo po Ugovoru",Dobijam keš na ruke,Other,Koliki je iznos nadoknade za koju radiš?,Koliko dana odmora dobijaš?,"Koliko sati, prosečno, traje tvoj radni dan?",Da li si plaćen/a za prekovremeni rad?,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,Other,Koliko si zadovoljan/a trenutnim poslom?,Koji je dominantan razlog zbog kojeg si promenio poslednje radno mesto?,Da li planiraš u budućnosti da pokreneš svoj biznis?,Šta misliš da je najizvesnije da ćeš pokrenuti?,Other,Šta je to na čemu radiš?,Other,Da li imaš neko mišljenje o srpskoj dev sceni koje bi želeo da podeliš sa nama? Da li imaš neko mišljenje o tome kako bi mogla da se unapredi?,source,Start Date (UTC),Submit Date (UTC)
Muški,Niš,,24,3,,C,C++,C#,Java,,,,,,,SQL,,,,4,,,,,,3,3,Android,JEE,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,standalone,,,,C#,,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,Visual Studio,,,Windows,,,,,Još uvek studiram,Elektronski Niš,,Elektronski Niš,,4,2,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,Na događajima,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Pre više od godinu dana,Pre više od godinu dana,Tokom prethodnog meseca,U protekla 3 meseca,da,1,Tokom prethodnog meseca,ne znam,ne znam,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:33:02,10/15/2015 13:37:54
Muški,Novi Sad,,32,7,,C,C++,C#,,,,Python,,,,SQL,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,standalone,,,,,,,,,Python,,,,,,,,senior developer,Koristim,,Git,Mercurial,,,,,,,Sublime,Visual Studio,,,Windows,,Linux,,,"Da, master",,,,,3,4,5,5,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,,,Na događajima,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Nikada,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,da,1,Tokom prethodnog meseca,ne,ne,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,,,,,uglavnom radim za iste klijente,,,,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:33:25,10/15/2015 13:38:26
Muški,Beograd,,21,1,,C,C++,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standalone,HTML/CSS,,,,,,,PHP,,,,,SQL,,,,junior developer,Ne koristim,,,,,,,,,,,Visual Studio,,,Windows,,,,,Još uvek studiram,ETF,,ETF,,4,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U toku prethodnih godinu dana,da,6422767638,Pre više od godinu dana,ne znam,ne znam,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,,,,,preko platforme (poput Elance),,,Freelance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:32:51,10/15/2015 13:39:02
Muški,Niš,,23,1,HTML/CSS,,,C#,Java,Javascript,PHP,,,,,SQL,,,1,,1,ASP.NET,,Unity,,,1,,JEE,,,,,,1,AngularJS,,,,,,,,1,WordPress,,,,,Moodle,,,,,,1,,standalone,,,C++,C#,,,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,Visual Studio,,,Windows,,,,,Još uvek studiram,Elektronski Niš,,Elektronski Niš,,2,4,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,U protekla 3 meseca,Tokom prethodnog meseca,U toku prethodnih godinu dana,Pre više od godinu dana,ne,,,,,Samozaposlen/a — (freelance),,,,Zapadna Evropa,Istočna Evropa,Centralna Evropa,,,,uglavnom radim za iste klijente,,,Freelance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:34:13,10/15/2015 13:41:37
Muški,Beograd,,24,1,,C,C++,C#,Java,,,,,,,,,,,2,,,,,,2,1,,JEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C++,,,,,,,,,,,,,,junior developer,Koristim,SVN,Git,,,,,,,,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,ETF,,4,4,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,,,,Kroz knjige,Kroz video tutorijale,,,Kroz kompaniju u kojoj radim,,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,350,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,700€,21,8,ne,fleksibilno radno vreme,,,,,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 13:38:07,10/15/2015 13:41:55
Muški,Kragujevac,,40,10,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,10,,,,,,,,,,,,,,,,2,AngularJS,,,Node,meteor,Express,,,10,,,,,Laravel,,,,,,,10,,web,,,,,,,Javascript,,,,,,,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,Visual Studio,,,Windows,,Linux,,,Studirao i nikad završio/la,,,,,2,2,5,1,da,2-4 sata,github,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Nikada,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,1,zaposlen/a u firmi,usluge za klijente,,sopstveni proizvodi za globalno tržište,1500-1700€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/15/2015 13:35:59,10/15/2015 13:42:03
Muški,Novi Sad,,34,8,,,,,Java,Javascript,PHP,,,,,,,,,,,,,,,,2,Android,,Spring,,,,,5,,BackboneJS,,,jQuery,,,,8,,,,,,Symfony,,,,,,,,web,,,,,,,Javascript,PHP,Python,,Swift,,,,Go,,senior developer,Koristim,,Git,,,,,,,,,,PHP Storm,,,,Linux,,,"Da, fakultet",,,PMF,,3,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,Na događajima,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,U proteklih 6 meseci,U protekla 3 meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,5,od 5 do 10h nedeljno,50,usluge za klijente,sopstveni proizvodi,,,mešovito,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,20,8,da,fleksibilno radno vreme,,,,,,,,5,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,"Edukacijom novih, aktiviranjem starih...Sve u svemu mislim da ide u dobrom smeru svakako...",,10/15/2015 13:29:59,10/15/2015 13:42:11
Muški,Beograd,,23,1,,,C++,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standalone,,,C++,,,,,,,,,,,Scala,,Haskell,junior developer,Koristim,SVN,Git,,,,,,,,,,,Vim,Windows,,Linux,,,Još uvek studiram,PMF,,PMF,,3,4,4,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,0,ne frilensujem,360,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,500€ i manje,21,8,da,fleksibilno radno vreme,,,,,,dodatno zdravstveno i/ili penziono osiguranje,,3,bolji radni uslovi,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:33:20,10/15/2015 13:42:14
Muški,Niš,,22,1,HTML/CSS,,,C#,Java,Javascript,,,,,,,,,1,,1,ASP.NET,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javascript,,Python,,,,,Scala,,,junior developer,Koristim,,Git,,,,,Eclipse,,,,Visual Studio,,,Windows,,Linux,,,Još uvek studiram,PMF,,PMF,,4,3,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,,Kroz kompaniju u kojoj radim,,U proteklih 6 meseci,U protekla 3 meseca,Nikada,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,0,ne frilensujem,15,usluge za klijente,,domaće,,,,strano,,,Preko preduzetničke agencije,,,,,,,,,500€ i manje,10,6,ne,fleksibilno radno vreme,,,,ručak na poslu,,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 13:35:51,10/15/2015 13:42:22
Ženski,Beograd,,22,2,HTML/CSS,C,,C#,Java,Javascript,PHP,,,,,SQL,,,2,2,1,,.NET,,,,2,,JEE,Spring,,,,,2,,BackboneJS,,,,,,,1,WordPress,,,,,,,,,,,2,,web,HTML/CSS,,,C#,,Java,Javascript,PHP,,,,Ruby,SQL,,,,junior developer,Ne koristim,,,,,,,,,Netbeans,,Visual Studio,,,Windows,,Linux,,,Još uvek studiram,,Visoka ICT,,Visoka ICT,4,2,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,,,,,,U proteklih 6 meseci,U protekla 3 meseca,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:32:49,10/15/2015 13:42:38
Muški,Subotica,,28,8,HTML/CSS,,,,,Javascript,PHP,,,,,SQL,,,8,,,,,,,,,,,,,,,,7,,,,Node,,Express,,,7,,,,Zend,Laravel,,,,,,,7,,web,,,,,,,Javascript,PHP,,,,,,,,,senior developer,Koristim,,Git,,,,Atom,,,,,,,,,Mac OS,,,,"Da, višu školu",,,,,2,2,5,3,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,Pre više od godinu dana,Tokom prethodnog meseca,Nikada,U toku prethodnih godinu dana,ne,,,,,Samozaposlen/a — (freelance),,,,,,,Severna Amerika,,,preko platforme (poput Elance),,Elance,,UpWork (bivši ODesk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",servisan / autsorsing biznis,,,,,,10/15/2015 13:39:02,10/15/2015 13:42:40
Muški,Beograd,,32,4,,,,C#,,,,,,,,,,,,,4,,,,"Selenium, nUnit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,,,,C#,,Java,,,,,,,,,,,senior developer,Ne koristim,,,,,,,,,,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,,BBS,4,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,3,ne frilensujem,40,,sopstveni proizvodi,,,mešovito,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,300€",20,8,ne,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,ne,,10/15/2015 13:35:44,10/15/2015 13:43:34
Muški,Beograd,,33,7,,,,,Java,,,,,,,,,,,,,,,,,,2,Android,,,,,,iSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java,,,,,,,SQL,,,,senior developer,Ne koristim,,,,,,,Eclipse,,,,,,android studio,Windows,,,,os400,"Da, fakultet",,,FON,,2,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,Kroz knjige,,Radeći solo projekte u novim tehnologijama,,,,U toku prethodnih godinu dana,Tokom prethodnog meseca,U toku prethodnih godinu dana,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,1500,,sopstveni proizvodi,,strano,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,100€",25,8,da,,,plaćena odsustva,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,2,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,Ne,,10/15/2015 13:35:53,10/15/2015 13:43:49
Ženski,Beograd,,36,1,,,,,Java,,,,,,,,,,,,,,,,,,1,,JEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java,,,Python,,,,,,,,junior developer,Koristim,,,,,Perforce,,Eclipse,,,,,,,Windows,,,,,"Da, fakultet",,,,Filozofski fakultet,1,2,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,U proteklih 6 meseci,Pre više od godinu dana,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,4,ne frilensujem,2300,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,700€,21,8,da,fleksibilno radno vreme,,,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,4,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:38:16,10/15/2015 13:44:41
Muški,Novi Sad,,35,20,HTML/CSS,C,C++,,,Javascript,PHP,,Objective-C,,,SQL,,,2,15,,,,,,15,,,,,,,,,2,AngularJS,,,,,,,,7,,,,,Laravel,Symfony,,1,,,,10,,standalone,,,,,,,,,Python,,,,,,,,senior developer,Koristim,,Git,,,,,,,,,Visual Studio,PHP Storm,,Windows,Mac OS,,,,Studirao i nikad završio/la,,,,,2,1,5,4,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,,,,Kroz knjige,Kroz video tutorijale,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,U toku prethodnih godinu dana,Tokom prethodnog meseca,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,3,zaposlen/a u firmi,,sopstveni proizvodi za lok/reg tržište,,"1,000€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"malo manje konferencija i praznih prica, malo vise rada",,10/15/2015 13:29:49,10/15/2015 13:45:09
Muški,Beograd,,26,1,HTML/CSS,,,C#,,,,,,,Ruby,SQL,,,1,,1,,.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,,standalone,,,,C#,,,,,,,,,SQL,,,,junior developer,Ne koristim,,,,,,,,,Netbeans,,,,,Windows,,,,,"Da, fakultet",,,FON,,4,2,4,2,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,,,,,U protekla 3 meseca,Tokom prethodnog meseca,U protekla 3 meseca,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,15,,sopstveni proizvodi,domaće,,,,strano,,,,,,,,,,Dobijam keš na ruke,,600€,15,9,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,,,4,bolji međuljudski odnosi,"da, planiram",startap / proizvod za globalno tržište,,,,Polako se kristalizuje i postaje deo globalne price.,,10/15/2015 13:40:18,10/15/2015 13:45:17
Muški,Beograd,,37,16,,,,,Java,Javascript,PHP,,,,,SQL,,,,,,,,,,,12,,JEE,,,,,,10,,,,Node,,Express,,,10,,,,Zend,Laravel,CodeIgniter,,,,,,12,,web,,,,,,Java,,,,,,,,Scala,,,senior developer,Koristim,SVN,Git,,,,,Eclipse,IntelliJ,,,,,,,Mac OS,,,,"Da, fakultet",,,ETF,,3,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,,Kroz kompaniju u kojoj radim,,U proteklih 6 meseci,U protekla 3 meseca,Pre više od godinu dana,U toku prethodnih godinu dana,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,1,zaposlen/a u firmi,,,sopstveni proizvodi za globalno tržište,2500-3000€,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,,10/15/2015 13:40:05,10/15/2015 13:46:51
Muški,Novi Sad,,30,1,HTML/CSS,,,,Java,,,,,,,SQL,,angular,2,,,,,,,,2,,JEE,Spring,,,,,,,,,,,,,,,,,,,,,,,,,,1,,web,,,,,,,,,,,Swift,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,Sublime,,,,,,Linux,,,Studirao i nikad završio/la,,,,,2,4,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,U proteklih 6 meseci,da,2,U proteklih 6 meseci,da,ne,Samozaposlen/a — (freelance),,,,,,Centralna Evropa,,,,preko platforme (poput Elance),,Elance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,,10/15/2015 13:43:05,10/15/2015 13:47:34
Muški,Novi Sad,,34,5,HTML/CSS,,,,,Javascript,PHP,,,,,,,,5,,,,,,,,,,,,,,,,5,AngularJS,,,,Vue js,,,,5,,,,Zend,Laravel,,,,,,,,,web,,,,,,,Javascript,PHP,,,,,,,,,mid-level developer,Koristim,,Git,,,,,,,,Sublime,,PHP Storm,,,Mac OS,Linux,,,Nisam,,,,,2,3,5,5,ne,,,,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U protekla 3 meseca,Tokom prethodnog meseca,Nikada,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,od 5 do 10h nedeljno,5,usluge za klijente,,,,mešovito,,strano,,,,,,,,,"Deo na ruke, deo po Ugovoru",,,700€,20,8,da,,,plaćena odsustva,,,,,,4,bolja plata,ne planiram,,,,,Nemam,,10/15/2015 13:37:50,10/15/2015 13:47:42
Muški,,Novi Pazar,21,2,HTML/CSS,C,C++,C#,Java,,,,,,,,,,2,1,,,,,,1,1,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,,,,Windows,,,,,Još uvek studiram,,DUNP - Računarska tehnika,,I dalje studiram...,3,1,4,3,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,,,,,,U proteklih 6 meseci,U proteklih 6 meseci,Nikada,Nikada,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,"Polako, ali sugurno se postiže napredak u edukaciji i razvoju što više programera, a samim tim sve više kvalitetnih proizvoda izlazi. Unapređenje bi se svakako postiglo time što bi se izborilo da Programiranje postane obavezan predmet, bar eto u srednjim školama, kao i samom decentralizacijom IT događaja. Pravi primer je WWVršac, takvih događaja bi trebalo biti više u različitim gradovima. Posledice centralizacije i te kako osećamo mi koji smo baš udaljeni od Beograda ili Novog Sada, npr. mi u Novom Pazaru. ",,10/15/2015 13:39:10,10/15/2015 13:48:09
Muški,Niš,,24,1,,,C++,C#,Java,Javascript,PHP,,,,,SQL,,,,,1,,.NET,,,,1,Android,JEE,,,,,,0,AngularJS,,,,,,,,0,,,,Zend,,,,,,,,1,,standalone,,,C++,C#,,Java,,,,,,,,,,,junior developer,Koristim,SVN,,,,,,,,Netbeans,,Visual Studio,,Qt creator,Windows,,,,,Još uvek studiram,Elektronski Niš,,Elektronski Niš,,5,2,3,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,U proteklih 6 meseci,Nikada,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,50,,sopstveni proizvodi,domaće,,,,strano,,,,,,,,,,Dobijam keš na ruke,,700€,20,8,da,,,plaćena odsustva,,ručak na poslu,mogućnost predlaganja sopstvenih projekata,,,3,bolja plata,ne planiram,,,,,,,10/15/2015 13:33:47,10/15/2015 13:49:29
Muški,Novi Sad,,35,8,HTML/CSS,C,C++,,Java,Javascript,,,,,,SQL,,,4,5,,,,,,5,8,Android,JEE,,,,,,6,AngularJS,,,Node,,Express,,,,,,,,,,,,,,,6,,web,HTML/CSS,,,,,Java,Javascript,,,Objective-C,,,SQL,,,,mid-level developer,Koristim,SVN,Git,,,,,Eclipse,,Netbeans,,,,,Windows,,Linux,,,"Da, master",,,,,3,4,5,5,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,,,U protekla 3 meseca,Tokom prethodnog meseca,U protekla 3 meseca,U proteklih 6 meseci,da,4,Pre više od godinu dana,ne,da,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,od 10 do 20h nedeljno,65,usluge za klijente,,domaće,,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,"Na virtuelni račun (PayPal, Skrill, Payoneer)",,,,,,700€,12,8,da,fleksibilno radno vreme,,,,,,,,3,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,"losa, za sad preko sija sunce",,10/15/2015 13:39:16,10/15/2015 13:50:35
Muški,Niš,,25,2,HTML/CSS,,,C#,,Javascript,,Python,,,,,,,3,,3,ASP.NET,.NET,,,,,,,,,,,,3,AngularJS,,,,,,,,,,,,,,,1,,,,,,,web,,,,C#,,,Javascript,,,,,,,,,,junior developer,Koristim,SVN,Git,,,,Atom,,,Netbeans,Sublime,Visual Studio,,,Windows,,,,,"Da, master",,,,,3,4,5,5,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,da,4,U protekla 3 meseca,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,3,do 5h nedeljno,5,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,800€,20,9,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/15/2015 13:42:36,10/15/2015 13:51:31
